"Set1_Freq[Hz]";"Set1_Level[dBuV]";"Set2_Freq[Hz]";"Set2_Level[dBuV]";"Raw1_Freq[Hz]";"Raw1_Level[dBuV]";"Raw2_Freq[Hz]";"Raw2_Level[dBuV]";"Set1_Peaks_Nb";"Set1_Peaks_Det";"Set1_Peaks_Freq[kHz]";"Set1_Peaks_Level[dBuV]";"Set1_Peaks_Lim[dBuV]";"Set1_Remeasure_Nb";"Set1_Remeasure_Det";"Set1_Remeasure_Freq[kHz]";"Set1_Remeasure_Level[dBuV]";"Set1_Remeasure_Lim[dBuV]";"Set2_Peaks_Nb";"Set2_Peaks_Det";"Set2_Peaks_Freq[kHz]";"Set2_Peaks_Level[dBuV]";"Set2_Peaks_Lim[dBuV]";"Set2_Remeasure_Nb";"Set2_Remeasure_Det";"Set2_Remeasure_Freq[kHz]";"Set2_Remeasure_Level[dBuV]";"Set2_Remeasure_Lim[dBuV]"
"9333333";"28,22";"9333333";"18,43";"9333333";"18,86";"9333333";"9,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9336667";"28,15";"9336667";"19,38";"9336667";"18,80";"9336667";"10,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9340000";"28,11";"9340000";"20,28";"9340000";"18,75";"9340000";"10,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9343333";"28,50";"9343333";"18,97";"9343333";"19,14";"9343333";"9,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9346667";"28,48";"9346667";"18,75";"9346667";"19,12";"9346667";"9,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9350000";"28,50";"9350000";"20,13";"9350000";"19,14";"9350000";"10,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9353333";"28,37";"9353333";"18,82";"9353333";"19,02";"9353333";"9,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9356667";"28,52";"9356667";"18,08";"9356667";"19,17";"9356667";"8,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9360000";"29,15";"9360000";"20,40";"9360000";"19,80";"9360000";"11,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9363333";"29,37";"9363333";"25,11";"9363333";"20,01";"9363333";"15,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9366667";"31,11";"9366667";"25,91";"9366667";"21,75";"9366667";"16,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9370000";"31,14";"9370000";"22,78";"9370000";"21,79";"9370000";"13,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9373333";"30,88";"9373333";"19,46";"9373333";"21,53";"9373333";"10,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9376667";"28,83";"9376667";"19,93";"9376667";"19,48";"9376667";"10,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9380000";"28,69";"9380000";"19,65";"9380000";"19,33";"9380000";"10,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9383333";"28,85";"9383333";"20,03";"9383333";"19,50";"9383333";"10,68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9386667";"28,87";"9386667";"19,83";"9386667";"19,52";"9386667";"10,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9390000";"29,08";"9390000";"19,77";"9390000";"19,72";"9390000";"10,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9393333";"28,95";"9393333";"19,23";"9393333";"19,60";"9393333";"9,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9396667";"29,21";"9396667";"19,73";"9396667";"19,86";"9396667";"10,38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9400000";"29,21";"9400000";"20,99";"9400000";"19,86";"9400000";"11,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9403333";"29,25";"9403333";"19,22";"9403333";"19,90";"9403333";"9,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9406667";"29,39";"9406667";"19,50";"9406667";"20,03";"9406667";"10,15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9410000";"29,62";"9410000";"19,09";"9410000";"20,26";"9410000";"9,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9413333";"29,41";"9413333";"19,98";"9413333";"20,05";"9413333";"10,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9416667";"29,31";"9416667";"19,66";"9416667";"19,96";"9416667";"10,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9420000";"29,45";"9420000";"19,58";"9420000";"20,09";"9420000";"10,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9423333";"29,58";"9423333";"20,16";"9423333";"20,22";"9423333";"10,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9426667";"29,60";"9426667";"20,69";"9426667";"20,24";"9426667";"11,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9430000";"29,65";"9430000";"21,22";"9430000";"20,30";"9430000";"11,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9433333";"29,58";"9433333";"19,64";"9433333";"20,22";"9433333";"10,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9436667";"29,65";"9436667";"20,88";"9436667";"20,30";"9436667";"11,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9440000";"29,84";"9440000";"20,30";"9440000";"20,48";"9440000";"10,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9443333";"29,96";"9443333";"19,70";"9443333";"20,61";"9443333";"10,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9446667";"30,05";"9446667";"20,83";"9446667";"20,70";"9446667";"11,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9450000";"30,11";"9450000";"19,36";"9450000";"20,75";"9450000";"10,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9453333";"30,37";"9453333";"19,97";"9453333";"21,01";"9453333";"10,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9456667";"30,30";"9456667";"20,47";"9456667";"20,95";"9456667";"11,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9460000";"30,33";"9460000";"19,87";"9460000";"20,98";"9460000";"10,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9463333";"31,98";"9463333";"24,32";"9463333";"22,62";"9463333";"14,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9466667";"31,91";"9466667";"24,40";"9466667";"22,55";"9466667";"15,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9470000";"31,30";"9470000";"22,17";"9470000";"21,94";"9470000";"12,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9473333";"30,69";"9473333";"20,12";"9473333";"21,33";"9473333";"10,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9476667";"30,52";"9476667";"21,67";"9476667";"21,17";"9476667";"12,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9480000";"30,57";"9480000";"20,72";"9480000";"21,22";"9480000";"11,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9483333";"30,52";"9483333";"19,76";"9483333";"21,17";"9483333";"10,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9486667";"30,84";"9486667";"21,00";"9486667";"21,48";"9486667";"11,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9490000";"30,80";"9490000";"20,20";"9490000";"21,45";"9490000";"10,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9493333";"30,80";"9493333";"21,36";"9493333";"21,45";"9493333";"12,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9496667";"30,84";"9496667";"21,13";"9496667";"21,48";"9496667";"11,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9500000";"30,82";"9500000";"20,37";"9500000";"21,47";"9500000";"11,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9503333";"30,89";"9503333";"22,31";"9503333";"21,53";"9503333";"12,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9506667";"31,08";"9506667";"20,53";"9506667";"21,72";"9506667";"11,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9510000";"31,06";"9510000";"20,85";"9510000";"21,71";"9510000";"11,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9513333";"30,92";"9513333";"20,81";"9513333";"21,56";"9513333";"11,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9516667";"31,26";"9516667";"22,24";"9516667";"21,91";"9516667";"12,89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9520000";"31,42";"9520000";"22,46";"9520000";"22,06";"9520000";"13,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9523333";"31,37";"9523333";"20,75";"9523333";"22,02";"9523333";"11,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9526667";"31,36";"9526667";"20,70";"9526667";"22,00";"9526667";"11,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9530000";"31,49";"9530000";"21,54";"9530000";"22,14";"9530000";"12,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9533333";"31,49";"9533333";"22,09";"9533333";"22,14";"9533333";"12,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9536667";"31,45";"9536667";"22,45";"9536667";"22,10";"9536667";"13,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9540000";"31,34";"9540000";"21,34";"9540000";"21,99";"9540000";"11,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9543333";"31,40";"9543333";"21,59";"9543333";"22,05";"9543333";"12,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9546667";"31,54";"9546667";"21,85";"9546667";"22,19";"9546667";"12,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9550000";"31,49";"9550000";"21,35";"9550000";"22,14";"9550000";"11,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9553333";"31,64";"9553333";"20,11";"9553333";"22,29";"9553333";"10,75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9556667";"31,58";"9556667";"21,40";"9556667";"22,23";"9556667";"12,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9560000";"32,57";"9560000";"23,28";"9560000";"23,22";"9560000";"13,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9563333";"33,11";"9563333";"25,10";"9563333";"23,76";"9563333";"15,75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9566667";"33,13";"9566667";"24,51";"9566667";"23,77";"9566667";"15,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9570000";"33,11";"9570000";"21,91";"9570000";"23,76";"9570000";"12,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9573333";"32,12";"9573333";"22,86";"9573333";"22,77";"9573333";"13,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9576667";"31,69";"9576667";"21,58";"9576667";"22,33";"9576667";"12,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9580000";"31,64";"9580000";"21,15";"9580000";"22,29";"9580000";"11,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9583333";"32,03";"9583333";"21,26";"9583333";"22,68";"9583333";"11,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9586667";"31,89";"9586667";"20,36";"9586667";"22,54";"9586667";"11,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9590000";"31,75";"9590000";"21,19";"9590000";"22,39";"9590000";"11,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9593333";"32,12";"9593333";"20,96";"9593333";"22,77";"9593333";"11,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9596667";"32,22";"9596667";"21,34";"9596667";"22,86";"9596667";"11,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9600000";"31,64";"9600000";"20,20";"9600000";"22,29";"9600000";"10,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9603333";"31,83";"9603333";"21,48";"9603333";"22,48";"9603333";"12,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9606667";"31,83";"9606667";"22,14";"9606667";"22,48";"9606667";"12,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9610000";"32,09";"9610000";"19,33";"9610000";"22,74";"9610000";"9,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9613333";"32,09";"9613333";"22,58";"9613333";"22,74";"9613333";"13,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9616667";"32,27";"9616667";"22,14";"9616667";"22,92";"9616667";"12,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9620000";"32,24";"9620000";"22,17";"9620000";"22,89";"9620000";"12,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9623333";"32,20";"9623333";"23,32";"9623333";"22,85";"9623333";"13,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9626667";"32,24";"9626667";"20,26";"9626667";"22,89";"9626667";"10,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9630000";"32,24";"9630000";"22,28";"9630000";"22,89";"9630000";"12,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9633333";"32,29";"9633333";"21,85";"9633333";"22,93";"9633333";"12,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9636667";"32,06";"9636667";"21,63";"9636667";"22,71";"9636667";"12,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9640000";"32,05";"9640000";"21,83";"9640000";"22,70";"9640000";"12,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9643333";"32,02";"9643333";"21,46";"9643333";"22,67";"9643333";"12,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9646667";"32,44";"9646667";"22,76";"9646667";"23,08";"9646667";"13,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9650000";"32,29";"9650000";"21,58";"9650000";"22,93";"9650000";"12,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9653333";"32,27";"9653333";"22,46";"9653333";"22,92";"9653333";"13,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9656667";"32,40";"9656667";"21,66";"9656667";"23,04";"9656667";"12,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9660000";"32,91";"9660000";"21,37";"9660000";"23,56";"9660000";"12,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9663333";"33,18";"9663333";"22,37";"9663333";"23,82";"9663333";"13,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9666667";"33,29";"9666667";"24,72";"9666667";"23,93";"9666667";"15,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9670000";"33,25";"9670000";"24,20";"9670000";"23,90";"9670000";"14,84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9673333";"33,05";"9673333";"22,96";"9673333";"23,70";"9673333";"13,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9676667";"32,69";"9676667";"20,37";"9676667";"23,34";"9676667";"11,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9680000";"32,50";"9680000";"23,78";"9680000";"23,15";"9680000";"14,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9683333";"32,46";"9683333";"21,35";"9683333";"23,11";"9683333";"12,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9686667";"32,73";"9686667";"21,49";"9686667";"23,38";"9686667";"12,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9690000";"32,81";"9690000";"21,53";"9690000";"23,46";"9690000";"12,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9693333";"32,78";"9693333";"19,64";"9693333";"23,43";"9693333";"10,29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9696667";"32,79";"9696667";"22,06";"9696667";"23,44";"9696667";"12,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9700000";"32,81";"9700000";"21,82";"9700000";"23,46";"9700000";"12,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9703333";"32,85";"9703333";"23,42";"9703333";"23,49";"9703333";"14,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9706667";"32,96";"9706667";"22,69";"9706667";"23,61";"9706667";"13,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9710000";"32,94";"9710000";"21,37";"9710000";"23,58";"9710000";"12,02";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9713333";"32,87";"9713333";"22,79";"9713333";"23,52";"9713333";"13,44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9716667";"33,05";"9716667";"22,78";"9716667";"23,70";"9716667";"13,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9720000";"32,91";"9720000";"23,25";"9720000";"23,56";"9720000";"13,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9723333";"32,91";"9723333";"22,81";"9723333";"23,56";"9723333";"13,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9726667";"32,90";"9726667";"23,52";"9726667";"23,55";"9726667";"14,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9730000";"32,97";"9730000";"22,88";"9730000";"23,62";"9730000";"13,53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9733333";"32,82";"9733333";"22,65";"9733333";"23,47";"9733333";"13,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9736667";"33,13";"9736667";"22,39";"9736667";"23,77";"9736667";"13,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9740000";"33,00";"9740000";"22,36";"9740000";"23,65";"9740000";"13,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9743333";"33,58";"9743333";"22,13";"9743333";"24,22";"9743333";"12,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9746667";"33,46";"9746667";"22,35";"9746667";"24,10";"9746667";"12,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9750000";"33,35";"9750000";"22,04";"9750000";"24,00";"9750000";"12,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9753333";"33,25";"9753333";"22,97";"9753333";"23,90";"9753333";"13,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9756667";"33,36";"9756667";"22,26";"9756667";"24,01";"9756667";"12,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9760000";"33,69";"9760000";"23,77";"9760000";"24,34";"9760000";"14,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9763333";"33,98";"9763333";"22,99";"9763333";"24,63";"9763333";"13,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9766667";"34,37";"9766667";"24,51";"9766667";"25,02";"9766667";"15,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9770000";"34,43";"9770000";"25,29";"9770000";"25,08";"9770000";"15,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9773333";"33,54";"9773333";"23,12";"9773333";"24,19";"9773333";"13,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9776667";"33,72";"9776667";"24,11";"9776667";"24,37";"9776667";"14,75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9780000";"33,71";"9780000";"23,59";"9780000";"24,35";"9780000";"14,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9783333";"33,87";"9783333";"23,79";"9783333";"24,52";"9783333";"14,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9786667";"33,99";"9786667";"23,42";"9786667";"24,64";"9786667";"14,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9790000";"34,12";"9790000";"25,12";"9790000";"24,77";"9790000";"15,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9793333";"33,93";"9793333";"22,95";"9793333";"24,57";"9793333";"13,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9796667";"34,32";"9796667";"22,88";"9796667";"24,96";"9796667";"13,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9800000";"34,04";"9800000";"24,39";"9800000";"24,69";"9800000";"15,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9803333";"33,99";"9803333";"22,43";"9803333";"24,64";"9803333";"13,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9806667";"34,26";"9806667";"23,67";"9806667";"24,91";"9806667";"14,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9810000";"34,21";"9810000";"21,51";"9810000";"24,85";"9810000";"12,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9813333";"34,50";"9813333";"22,47";"9813333";"25,15";"9813333";"13,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9816667";"34,35";"9816667";"24,76";"9816667";"25,00";"9816667";"15,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9820000";"34,39";"9820000";"22,49";"9820000";"25,04";"9820000";"13,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9823333";"34,44";"9823333";"24,22";"9823333";"25,09";"9823333";"14,87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9826667";"34,56";"9826667";"23,31";"9826667";"25,21";"9826667";"13,96";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9830000";"34,41";"9830000";"24,32";"9830000";"25,06";"9830000";"14,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9833333";"34,56";"9833333";"24,81";"9833333";"25,21";"9833333";"15,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9836667";"34,46";"9836667";"22,44";"9836667";"25,10";"9836667";"13,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9840000";"34,56";"9840000";"24,82";"9840000";"25,21";"9840000";"15,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9843333";"34,57";"9843333";"23,06";"9843333";"25,22";"9843333";"13,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9846667";"34,76";"9846667";"22,63";"9846667";"25,41";"9846667";"13,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9850000";"34,88";"9850000";"24,40";"9850000";"25,53";"9850000";"15,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9853333";"34,87";"9853333";"24,06";"9853333";"25,52";"9853333";"14,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9856667";"34,80";"9856667";"25,54";"9856667";"25,45";"9856667";"16,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9860000";"34,95";"9860000";"24,23";"9860000";"25,59";"9860000";"14,88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9863333";"35,47";"9863333";"25,95";"9863333";"26,12";"9863333";"16,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9866667";"35,37";"9866667";"25,77";"9866667";"26,02";"9866667";"16,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9870000";"35,33";"9870000";"25,71";"9870000";"25,98";"9870000";"16,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9873333";"35,23";"9873333";"23,41";"9873333";"25,88";"9873333";"14,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9876667";"35,13";"9876667";"23,26";"9876667";"25,78";"9876667";"13,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9880000";"35,18";"9880000";"25,83";"9880000";"25,82";"9880000";"16,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9883333";"35,07";"9883333";"24,16";"9883333";"25,72";"9883333";"14,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9886667";"35,43";"9886667";"24,00";"9886667";"26,08";"9886667";"14,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9890000";"35,43";"9890000";"25,41";"9890000";"26,08";"9890000";"16,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9893333";"35,39";"9893333";"23,34";"9893333";"26,04";"9893333";"13,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
