"Set1_Freq[Hz]";"Set1_Level[dBuV]";"Set2_Freq[Hz]";"Set2_Level[dBuV]";"Raw1_Freq[Hz]";"Raw1_Level[dBuV]";"Raw2_Freq[Hz]";"Raw2_Level[dBuV]";"Set1_Peaks_Nb";"Set1_Peaks_Det";"Set1_Peaks_Freq[kHz]";"Set1_Peaks_Level[dBuV]";"Set1_Peaks_Lim[dBuV]";"Set1_Remeasure_Nb";"Set1_Remeasure_Det";"Set1_Remeasure_Freq[kHz]";"Set1_Remeasure_Level[dBuV]";"Set1_Remeasure_Lim[dBuV]";"Set2_Peaks_Nb";"Set2_Peaks_Det";"Set2_Peaks_Freq[kHz]";"Set2_Peaks_Level[dBuV]";"Set2_Peaks_Lim[dBuV]";"Set2_Remeasure_Nb";"Set2_Remeasure_Det";"Set2_Remeasure_Freq[kHz]";"Set2_Remeasure_Level[dBuV]";"Set2_Remeasure_Lim[dBuV]"
"24043333";"36,55";"24043333";"15,34";"24043333";"27,15";"24043333";"5,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24046667";"36,98";"24046667";"25,81";"24046667";"27,57";"24046667";"16,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24050000";"36,77";"24050000";"31,80";"24050000";"27,37";"24050000";"22,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24053333";"37,01";"24053333";"33,68";"24053333";"27,60";"24053333";"24,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24056667";"38,01";"24056667";"33,35";"24056667";"28,60";"24056667";"23,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24060000";"38,06";"24060000";"33,76";"24060000";"28,65";"24060000";"24,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24063333";"37,09";"24063333";"31,90";"24063333";"27,68";"24063333";"22,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24066667";"37,47";"24066667";"24,87";"24066667";"28,06";"24066667";"15,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24070000";"37,03";"24070000";"26,08";"24070000";"27,62";"24070000";"16,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24073333";"29,85";"24073333";"19,17";"24073333";"20,44";"24073333";"9,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24076667";"22,90";"24076667";"16,69";"24076667";"13,49";"24076667";"7,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24080000";"21,42";"24080000";"13,66";"24080000";"12,01";"24080000";"4,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24083333";"19,00";"24083333";"13,35";"24083333";"9,59";"24083333";"3,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24086667";"18,12";"24086667";"11,96";"24086667";"8,71";"24086667";"2,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24090000";"17,90";"24090000";"11,60";"24090000";"8,49";"24090000";"2,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24093333";"17,44";"24093333";"11,77";"24093333";"8,03";"24093333";"2,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24096667";"17,29";"24096667";"10,97";"24096667";"7,88";"24096667";"1,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24100000";"17,29";"24100000";"11,22";"24100000";"7,88";"24100000";"1,81";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24103333";"17,44";"24103333";"12,39";"24103333";"8,03";"24103333";"2,98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24106667";"17,37";"24106667";"11,90";"24106667";"7,96";"24106667";"2,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24110000";"17,44";"24110000";"11,15";"24110000";"8,03";"24110000";"1,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24113333";"17,37";"24113333";"10,92";"24113333";"7,96";"24113333";"1,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24116667";"17,60";"24116667";"11,27";"24116667";"8,19";"24116667";"1,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24120000";"18,04";"24120000";"10,72";"24120000";"8,63";"24120000";"1,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24123333";"18,19";"24123333";"11,41";"24123333";"8,78";"24123333";"2,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24126667";"18,54";"24126667";"11,23";"24126667";"9,13";"24126667";"1,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24130000";"20,43";"24130000";"12,72";"24130000";"11,02";"24130000";"3,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24133333";"24,56";"24133333";"12,92";"24133333";"15,15";"24133333";"3,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24136667";"27,01";"24136667";"13,19";"24136667";"17,60";"24136667";"3,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24140000";"29,07";"24140000";"14,49";"24140000";"19,66";"24140000";"5,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24143333";"31,45";"24143333";"15,98";"24143333";"22,05";"24143333";"6,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24146667";"32,78";"24146667";"21,67";"24146667";"23,38";"24146667";"12,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24150000";"35,97";"24150000";"27,11";"24150000";"26,56";"24150000";"17,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24153333";"38,01";"24153333";"33,82";"24153333";"28,60";"24153333";"24,41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24156667";"38,01";"24156667";"32,48";"24156667";"28,60";"24156667";"23,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24160000";"38,09";"24160000";"30,50";"24160000";"28,68";"24160000";"21,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24163333";"38,04";"24163333";"31,24";"24163333";"28,63";"24163333";"21,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24166667";"37,36";"24166667";"31,90";"24166667";"27,95";"24166667";"22,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24170000";"33,14";"24170000";"18,52";"24170000";"23,73";"24170000";"9,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24173333";"30,70";"24173333";"14,20";"24173333";"21,29";"24173333";"4,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24176667";"24,14";"24176667";"14,36";"24176667";"14,73";"24176667";"4,95";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24180000";"21,85";"24180000";"13,78";"24180000";"12,44";"24180000";"4,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24183333";"20,76";"24183333";"12,72";"24183333";"11,35";"24183333";"3,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24186667";"19,07";"24186667";"11,02";"24186667";"9,66";"24186667";"1,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24190000";"18,87";"24190000";"12,06";"24190000";"9,46";"24190000";"2,65";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24193333";"18,26";"24193333";"11,55";"24193333";"8,85";"24193333";"2,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24196667";"17,90";"24196667";"11,45";"24196667";"8,49";"24196667";"2,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24200000";"18,33";"24200000";"11,67";"24200000";"8,92";"24200000";"2,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24203333";"18,54";"24203333";"12,18";"24203333";"9,13";"24203333";"2,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24206667";"18,60";"24206667";"12,54";"24206667";"9,20";"24206667";"3,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24210000";"18,60";"24210000";"12,47";"24210000";"9,20";"24210000";"3,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24213333";"18,54";"24213333";"12,73";"24213333";"9,13";"24213333";"3,32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24216667";"18,33";"24216667";"11,47";"24216667";"8,92";"24216667";"2,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24220000";"18,04";"24220000";"11,59";"24220000";"8,63";"24220000";"2,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24223333";"18,19";"24223333";"12,17";"24223333";"8,78";"24223333";"2,76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24226667";"18,60";"24226667";"11,73";"24226667";"9,20";"24226667";"2,33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24230000";"20,04";"24230000";"12,33";"24230000";"10,63";"24230000";"2,92";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24233333";"21,07";"24233333";"13,97";"24233333";"11,66";"24233333";"4,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24236667";"21,52";"24236667";"16,57";"24236667";"12,11";"24236667";"7,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24240000";"24,38";"24240000";"19,47";"24240000";"14,98";"24240000";"10,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24243333";"28,63";"24243333";"25,49";"24243333";"19,22";"24243333";"16,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24246667";"28,61";"24246667";"26,90";"24246667";"19,20";"24246667";"17,49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24250000";"33,05";"24250000";"25,27";"24250000";"23,64";"24250000";"15,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24253333";"36,40";"24253333";"32,32";"24253333";"26,99";"24253333";"22,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24256667";"37,32";"24256667";"33,64";"24256667";"27,91";"24256667";"24,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24260000";"37,72";"24260000";"32,89";"24260000";"28,31";"24260000";"23,48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24263333";"37,24";"24263333";"32,02";"24263333";"27,83";"24263333";"22,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24266667";"37,33";"24266667";"25,76";"24266667";"27,92";"24266667";"16,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24270000";"36,81";"24270000";"17,45";"24270000";"27,40";"24270000";"8,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24273333";"36,75";"24273333";"12,24";"24273333";"27,34";"24273333";"2,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24276667";"31,88";"24276667";"13,78";"24276667";"22,47";"24276667";"4,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24280000";"31,73";"24280000";"13,60";"24280000";"22,32";"24280000";"4,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24283333";"28,93";"24283333";"12,46";"24283333";"19,52";"24283333";"3,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24286667";"19,81";"24286667";"11,98";"24286667";"10,40";"24286667";"2,57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24290000";"19,45";"24290000";"11,64";"24290000";"10,04";"24290000";"2,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24293333";"18,47";"24293333";"11,79";"24293333";"9,06";"24293333";"2,39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24296667";"17,82";"24296667";"11,21";"24296667";"8,42";"24296667";"1,80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24300000";"17,75";"24300000";"11,62";"24300000";"8,34";"24300000";"2,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24303333";"17,60";"24303333";"12,14";"24303333";"8,19";"24303333";"2,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24306667";"17,75";"24306667";"11,05";"24306667";"8,34";"24306667";"1,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24310000";"17,75";"24310000";"11,84";"24310000";"8,34";"24310000";"2,43";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24313333";"17,82";"24313333";"10,78";"24313333";"8,42";"24313333";"1,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24316667";"17,82";"24316667";"10,81";"24316667";"8,42";"24316667";"1,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24320000";"17,60";"24320000";"10,85";"24320000";"8,19";"24320000";"1,44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24323333";"17,68";"24323333";"12,48";"24323333";"8,27";"24323333";"3,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24326667";"18,19";"24326667";"11,13";"24326667";"8,78";"24326667";"1,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24330000";"19,38";"24330000";"13,69";"24330000";"9,97";"24330000";"4,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24333333";"21,37";"24333333";"12,83";"24333333";"11,96";"24333333";"3,42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24336667";"24,10";"24336667";"13,72";"24336667";"14,69";"24336667";"4,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24340000";"23,03";"24340000";"14,77";"24340000";"13,62";"24340000";"5,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24343333";"34,54";"24343333";"22,04";"24343333";"25,14";"24343333";"12,63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24346667";"35,41";"24346667";"23,97";"24346667";"26,00";"24346667";"14,56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24350000";"35,87";"24350000";"32,40";"24350000";"26,46";"24350000";"22,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24353333";"36,73";"24353333";"31,09";"24353333";"27,32";"24353333";"21,68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24356667";"36,84";"24356667";"29,46";"24356667";"27,43";"24356667";"20,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24360000";"37,34";"24360000";"26,77";"24360000";"27,93";"24360000";"17,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24363333";"37,27";"24363333";"19,50";"24363333";"27,86";"24363333";"10,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24366667";"37,05";"24366667";"15,72";"24366667";"27,64";"24366667";"6,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24370000";"36,50";"24370000";"14,47";"24370000";"27,10";"24370000";"5,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24373333";"32,38";"24373333";"11,96";"24373333";"22,97";"24373333";"2,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24376667";"24,49";"24376667";"13,27";"24376667";"15,08";"24376667";"3,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24380000";"24,46";"24380000";"12,35";"24380000";"15,05";"24380000";"2,94";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24383333";"23,85";"24383333";"13,72";"24383333";"14,44";"24383333";"4,31";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24386667";"19,13";"24386667";"11,24";"24386667";"9,72";"24386667";"1,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24390000";"17,97";"24390000";"11,55";"24390000";"8,56";"24390000";"2,14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24393333";"18,19";"24393333";"10,76";"24393333";"8,78";"24393333";"1,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24396667";"19,38";"24396667";"12,86";"24396667";"9,97";"24396667";"3,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24400000";"20,04";"24400000";"14,64";"24400000";"10,63";"24400000";"5,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24403333";"20,49";"24403333";"14,88";"24403333";"11,08";"24403333";"5,47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24406667";"20,04";"24406667";"15,46";"24406667";"10,63";"24406667";"6,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24410000";"20,10";"24410000";"15,12";"24410000";"10,69";"24410000";"5,71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24413333";"19,51";"24413333";"13,18";"24413333";"10,10";"24413333";"3,77";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24416667";"18,47";"24416667";"10,61";"24416667";"9,06";"24416667";"1,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24420000";"18,12";"24420000";"11,10";"24420000";"8,71";"24420000";"1,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24423333";"18,40";"24423333";"10,96";"24423333";"8,99";"24423333";"1,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24426667";"18,94";"24426667";"11,03";"24426667";"9,53";"24426667";"1,62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24430000";"19,98";"24430000";"12,38";"24430000";"10,57";"24430000";"2,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24433333";"29,27";"24433333";"11,65";"24433333";"19,86";"24433333";"2,24";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24436667";"32,91";"24436667";"13,95";"24436667";"23,50";"24436667";"4,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24440000";"34,31";"24440000";"19,76";"24440000";"24,91";"24440000";"10,35";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24443333";"35,99";"24443333";"24,78";"24443333";"26,58";"24443333";"15,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24446667";"35,89";"24446667";"22,11";"24446667";"26,48";"24446667";"12,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24450000";"35,84";"24450000";"22,13";"24450000";"26,43";"24450000";"12,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24453333";"35,22";"24453333";"31,44";"24453333";"25,81";"24453333";"22,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24456667";"35,79";"24456667";"28,23";"24456667";"26,38";"24456667";"18,82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24460000";"35,63";"24460000";"23,27";"24460000";"26,22";"24460000";"13,86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24463333";"34,41";"24463333";"28,92";"24463333";"25,00";"24463333";"19,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24466667";"32,15";"24466667";"27,25";"24466667";"22,74";"24466667";"17,84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24470000";"27,99";"24470000";"12,53";"24470000";"18,58";"24470000";"3,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24473333";"22,08";"24473333";"12,92";"24473333";"12,67";"24473333";"3,51";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24476667";"19,81";"24476667";"13,24";"24476667";"10,40";"24476667";"3,83";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24480000";"18,33";"24480000";"11,96";"24480000";"8,92";"24480000";"2,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24483333";"18,19";"24483333";"11,40";"24483333";"8,78";"24483333";"1,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24486667";"17,75";"24486667";"11,14";"24486667";"8,34";"24486667";"1,73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24490000";"17,13";"24490000";"10,77";"24490000";"7,72";"24490000";"1,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24493333";"17,21";"24493333";"11,20";"24493333";"7,80";"24493333";"1,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24496667";"17,05";"24496667";"10,01";"24496667";"7,64";"24496667";"0,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24500000";"16,97";"24500000";"11,31";"24500000";"7,56";"24500000";"1,90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24503333";"17,05";"24503333";"10,77";"24503333";"7,64";"24503333";"1,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24506667";"17,05";"24506667";"11,11";"24506667";"7,64";"24506667";"1,70";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24510000";"16,97";"24510000";"10,49";"24510000";"7,56";"24510000";"1,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24513333";"16,97";"24513333";"10,32";"24513333";"7,56";"24513333";"0,91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24516667";"16,97";"24516667";"10,86";"24516667";"7,56";"24516667";"1,45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24520000";"16,97";"24520000";"12,02";"24520000";"7,56";"24520000";"2,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24523333";"17,21";"24523333";"11,42";"24523333";"7,80";"24523333";"2,01";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24526667";"17,37";"24526667";"12,45";"24526667";"7,96";"24526667";"3,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24530000";"17,90";"24530000";"13,44";"24530000";"8,49";"24530000";"4,03";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24533333";"22,22";"24533333";"13,25";"24533333";"12,81";"24533333";"3,84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24536667";"22,82";"24536667";"12,52";"24536667";"13,41";"24536667";"3,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24540000";"27,27";"24540000";"16,13";"24540000";"17,86";"24540000";"6,72";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24543333";"28,76";"24543333";"23,63";"24543333";"19,35";"24543333";"14,22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24546667";"32,35";"24546667";"22,10";"24546667";"22,94";"24546667";"12,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24550000";"33,87";"24550000";"28,75";"24550000";"24,46";"24550000";"19,34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24553333";"34,51";"24553333";"28,64";"24553333";"25,10";"24553333";"19,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24556667";"34,57";"24556667";"29,34";"24556667";"25,16";"24556667";"19,93";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24560000";"34,19";"24560000";"29,00";"24560000";"24,78";"24560000";"19,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24563333";"33,93";"24563333";"26,96";"24563333";"24,52";"24563333";"17,55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24566667";"33,43";"24566667";"25,52";"24566667";"24,02";"24566667";"16,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24570000";"29,37";"24570000";"20,02";"24570000";"19,96";"24570000";"10,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24573333";"22,40";"24573333";"12,26";"24573333";"12,99";"24573333";"2,85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24576667";"22,66";"24576667";"11,78";"24576667";"13,25";"24576667";"2,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24580000";"20,81";"24580000";"12,71";"24580000";"11,40";"24580000";"3,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24583333";"17,60";"24583333";"11,00";"24583333";"8,19";"24583333";"1,59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24586667";"16,89";"24586667";"11,16";"24586667";"7,48";"24586667";"1,75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24590000";"16,89";"24590000";"11,38";"24590000";"7,48";"24590000";"1,97";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24593333";"18,19";"24593333";"11,69";"24593333";"8,78";"24593333";"2,28";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24596667";"20,21";"24596667";"12,77";"24596667";"10,80";"24596667";"3,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24600000";"21,22";"24600000";"16,19";"24600000";"11,81";"24600000";"6,78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24603333";"21,02";"24603333";"12,51";"24603333";"11,61";"24603333";"3,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
